python_skill,java_skill,cpp_skill,javascript_skill,html_css_skill,sql_skill,machine_learning_interest,web_development_interest,data_analysis_interest,cybersecurity_interest,statistics_skill,problem_solving,communication_skill,creativity,logical_thinking,teamwork,cloud_computing_interest,networking_skill,debugging_skill,aptitude_score,career_path
10,6,4,6,7,1,3,3,5,2,10,5,5,3,8,0,5,6,8,69,AI Engineer
7,5,9,7,5,6,7,0,6,5,7,8,8,2,10,5,3,8,4,100,AI Engineer
8,1,7,6,2,10,4,5,0,10,3,6,5,4,4,9,7,10,7,100,Cybersecurity Engineer
4,0,3,7,4,6,9,8,6,2,6,10,10,5,5,8,6,3,7,100,AI Engineer
7,6,0,5,2,8,8,4,10,6,10,2,7,4,1,3,7,5,8,100,Data Analyst
9,3,5,7,8,5,7,10,6,2,5,5,10,9,7,4,2,8,6,100,Full Stack Developer
6,5,6,0,3,7,5,8,6,2,10,10,5,8,10,3,9,2,7,97,AI Engineer
4,3,4,10,10,8,2,6,9,5,4,7,3,3,3,5,7,3,7,100,Full Stack Developer
4,6,8,1,3,6,2,6,5,8,5,8,3,7,10,7,7,6,6,100,Cybersecurity Engineer
6,3,6,6,3,4,8,5,9,4,9,5,3,9,6,5,4,10,3,76,AI Engineer
5,7,4,5,4,7,8,1,9,3,6,3,9,7,7,2,6,9,7,100,AI Engineer
6,7,5,8,5,4,6,7,3,6,7,7,5,9,6,8,7,5,1,48,Cybersecurity Engineer
6,5,5,5,2,7,0,6,9,7,6,7,5,7,7,5,6,10,3,68,Cybersecurity Engineer
4,5,3,10,10,4,5,9,8,3,4,7,4,2,5,8,8,0,8,35,Full Stack Developer
6,5,5,4,2,4,4,5,5,6,4,8,5,8,6,4,7,8,3,100,Cybersecurity Engineer
7,8,6,3,4,5,9,4,5,7,9,5,2,6,10,7,3,7,5,83,Cybersecurity Engineer
7,5,7,7,6,6,3,4,1,8,7,6,5,6,7,6,10,8,4,100,Cybersecurity Engineer
9,10,5,2,3,7,6,3,5,8,8,5,9,4,0,4,6,10,5,85,Cybersecurity Engineer
9,7,3,9,8,3,5,10,9,6,4,4,4,6,6,10,4,1,6,100,Full Stack Developer
2,6,5,3,5,9,3,3,5,6,5,4,4,9,10,8,4,9,9,77,Cybersecurity Engineer
9,4,1,5,7,4,5,2,10,0,10,4,5,6,9,5,4,4,9,63,Data Analyst
8,8,8,10,7,6,3,5,2,9,4,9,10,7,5,6,5,9,10,100,Full Stack Developer
10,1,7,9,5,6,3,7,6,10,5,4,4,9,7,8,5,7,6,100,Cybersecurity Engineer
6,6,6,3,4,6,3,7,0,9,10,8,3,9,6,5,7,10,10,87,Cybersecurity Engineer
6,8,3,4,9,9,7,6,5,5,10,8,10,9,5,2,5,6,3,70,Data Analyst
6,4,3,6,8,9,6,4,7,7,8,3,9,5,10,9,7,8,8,100,Cybersecurity Engineer
6,7,8,6,8,7,8,3,8,3,7,6,9,7,4,3,4,5,7,100,Data Analyst
7,7,5,10,10,6,1,10,3,3,8,7,9,5,6,3,4,6,7,100,Full Stack Developer
7,6,3,5,6,3,2,7,4,3,6,8,4,3,7,7,1,10,7,100,Cybersecurity Engineer
10,5,7,1,5,5,8,6,7,3,10,7,4,3,4,3,9,7,5,98,AI Engineer
8,4,7,6,6,10,2,1,6,4,10,1,8,1,6,5,10,4,4,47,Data Analyst
2,6,5,4,3,4,7,2,0,6,6,5,4,6,7,10,5,10,7,96,Cybersecurity Engineer
6,7,5,4,5,6,5,5,7,10,6,8,4,6,2,7,3,10,8,89,Cybersecurity Engineer
2,8,7,8,5,0,10,2,5,4,10,9,7,4,7,6,5,7,9,97,AI Engineer
6,4,4,3,2,3,6,6,5,5,10,6,3,8,9,4,4,8,6,39,AI Engineer
6,2,7,10,8,3,5,10,9,7,6,6,6,5,8,5,9,2,3,100,Full Stack Developer
7,7,7,8,1,4,5,8,7,10,8,2,5,8,6,5,7,5,5,99,AI Engineer
10,5,2,10,10,4,6,2,7,5,10,5,8,3,9,4,8,5,6,100,AI Engineer
9,9,2,6,4,7,4,6,1,6,9,6,4,6,8,6,7,3,7,93,AI Engineer
4,0,8,6,5,7,10,4,6,1,7,8,6,5,10,6,3,2,7,100,AI Engineer
3,4,3,6,6,10,4,6,9,5,10,4,5,4,8,2,5,8,5,100,Data Analyst
5,5,5,7,8,7,7,4,6,3,7,6,5,8,6,6,8,8,6,47,Data Analyst
5,3,2,3,3,8,7,3,5,2,10,7,7,4,3,6,6,3,4,90,Data Analyst
5,5,4,7,1,3,8,4,7,4,7,1,4,5,5,7,6,6,6,86,AI Engineer
6,6,4,1,5,9,4,0,6,2,10,6,4,6,3,4,5,6,2,100,Data Analyst
7,6,5,4,6,7,4,5,8,2,8,6,4,6,8,3,6,7,4,88,Data Analyst
10,4,4,7,5,6,6,4,6,7,6,10,7,2,5,7,8,5,5,63,AI Engineer
6,5,2,8,6,7,7,1,4,5,10,8,6,5,9,7,8,5,6,68,AI Engineer
4,1,8,3,4,8,6,5,4,7,5,9,7,10,8,8,6,6,9,80,Cybersecurity Engineer
5,3,7,3,6,7,5,6,8,4,10,3,6,3,5,4,5,3,5,100,AI Engineer
1,2,7,9,7,1,2,8,6,3,5,1,5,9,3,9,8,3,6,100,Full Stack Developer
6,5,5,3,4,7,7,0,7,4,10,7,7,3,2,9,8,0,8,100,Data Analyst
10,5,2,4,6,10,7,7,9,1,10,7,7,8,2,4,8,4,6,100,Data Analyst
1,3,2,5,2,3,6,2,6,1,5,9,3,3,8,4,4,3,8,87,AI Engineer
4,7,3,4,7,5,4,6,1,7,4,4,5,8,9,7,7,10,5,73,Cybersecurity Engineer
6,6,3,10,10,10,9,10,4,2,6,7,0,4,3,4,3,6,8,98,Full Stack Developer
3,3,5,3,10,10,6,7,8,5,4,6,10,5,4,7,6,4,4,44,Full Stack Developer
7,6,4,2,9,7,2,1,3,7,3,7,6,6,10,7,4,5,3,87,Cybersecurity Engineer
3,4,7,6,8,7,5,6,5,2,8,8,6,8,4,6,5,6,7,95,Full Stack Developer
10,0,4,1,1,7,9,5,5,5,10,8,3,3,3,5,1,9,3,100,AI Engineer
4,8,8,5,4,4,9,2,8,3,10,7,4,6,4,8,8,3,4,100,AI Engineer
9,3,2,0,4,2,1,6,5,7,5,7,3,6,9,9,1,9,7,100,Cybersecurity Engineer
7,9,5,7,5,8,6,6,6,3,10,4,6,4,2,6,6,1,7,63,Data Analyst
5,4,3,7,3,5,6,6,9,3,10,3,3,6,7,6,7,1,9,99,Data Analyst
4,8,9,8,9,6,5,6,2,8,3,4,7,2,3,5,6,5,2,100,Full Stack Developer
4,9,7,10,6,10,6,7,4,3,6,4,9,4,8,8,6,6,8,59,Full Stack Developer
1,4,3,10,10,3,9,5,6,4,5,2,1,6,8,9,4,5,6,100,Full Stack Developer
7,5,7,10,7,2,4,7,5,2,7,6,6,4,3,7,1,7,6,89,Full Stack Developer
10,3,6,3,2,7,10,3,5,3,10,8,8,7,8,5,5,7,6,73,Data Analyst
4,7,3,9,6,6,7,9,6,7,4,3,5,3,7,6,7,2,7,100,Full Stack Developer
7,4,4,7,8,8,10,2,6,3,10,9,5,5,8,0,5,3,3,100,AI Engineer
9,7,7,6,5,6,7,8,2,8,8,10,2,5,5,3,7,7,4,70,AI Engineer
6,4,5,7,4,6,5,7,7,3,6,4,4,6,4,6,6,7,5,100,Data Analyst
9,6,6,3,1,5,10,5,5,8,9,8,5,6,6,4,4,2,5,50,AI Engineer
7,6,9,7,10,2,5,7,3,2,4,9,4,9,2,3,10,2,7,87,Full Stack Developer
4,1,6,3,7,3,5,4,7,9,5,8,5,2,8,6,1,5,5,100,Cybersecurity Engineer
5,3,7,7,2,5,7,0,3,4,9,9,2,6,4,7,4,2,9,83,AI Engineer
3,4,8,5,7,6,1,9,6,8,7,8,2,7,6,3,3,5,5,83,Cybersecurity Engineer
8,6,4,5,3,3,5,2,4,2,5,10,7,4,8,7,9,3,7,95,AI Engineer
10,6,7,9,10,6,0,8,2,5,7,2,5,9,4,8,7,7,6,44,Full Stack Developer
6,7,3,4,7,10,7,1,8,5,10,5,9,1,6,3,7,3,10,100,Data Analyst
5,5,6,8,10,4,5,7,5,5,4,9,4,6,3,4,6,4,6,77,Full Stack Developer
8,6,2,10,10,5,4,7,7,9,6,5,10,8,5,10,4,5,9,88,Full Stack Developer
9,6,6,5,2,9,8,1,7,9,10,3,2,7,8,2,8,8,5,97,Cybersecurity Engineer
7,7,6,5,7,5,5,2,9,0,10,10,8,3,6,3,4,2,4,100,Data Analyst
10,4,9,1,6,6,7,4,4,3,4,9,8,0,10,5,7,1,9,100,AI Engineer
6,4,5,2,3,8,6,3,1,6,4,10,5,3,2,0,5,4,7,42,Data Analyst
9,9,1,6,2,7,7,8,9,5,7,1,4,9,5,8,2,5,6,100,Data Analyst
3,8,7,4,3,1,0,4,6,10,5,5,2,4,7,6,4,10,6,100,Cybersecurity Engineer
6,5,7,2,6,5,10,2,6,7,8,6,2,4,8,5,9,10,7,100,Cybersecurity Engineer
4,6,9,10,8,5,3,10,5,4,2,6,4,7,3,6,3,7,6,87,Full Stack Developer
6,8,4,8,5,9,4,7,9,4,10,2,5,4,4,6,6,6,6,100,Full Stack Developer
4,3,7,10,9,5,6,5,9,3,4,7,8,7,2,7,10,5,8,100,Full Stack Developer
3,5,6,4,2,7,6,8,1,0,10,7,7,3,5,2,2,5,7,93,Data Analyst
5,2,5,3,2,8,4,1,3,5,4,8,6,7,7,6,7,8,4,100,Cybersecurity Engineer
2,3,1,4,8,5,6,0,8,9,5,10,1,10,6,3,5,6,8,94,Cybersecurity Engineer
6,8,7,7,8,9,4,3,5,7,2,4,4,8,5,7,8,2,4,86,Full Stack Developer
1,1,10,7,9,4,3,4,3,10,6,10,6,9,3,10,5,9,4,74,Cybersecurity Engineer
4,9,7,2,3,6,0,1,1,1,8,9,7,3,6,5,4,6,2,45,Cybersecurity Engineer
2,1,6,5,8,6,4,7,5,2,1,4,7,7,10,8,8,7,7,100,Full Stack Developer
7,7,6,4,0,4,9,2,7,5,10,3,9,6,6,8,10,1,5,50,AI Engineer
8,0,3,3,8,2,8,5,8,5,10,8,2,6,9,2,5,2,8,99,AI Engineer
10,4,5,9,2,7,8,2,4,10,6,6,5,4,6,3,9,9,10,100,Cybersecurity Engineer
10,7,6,7,10,5,4,2,1,8,5,7,2,0,2,6,7,10,8,59,Cybersecurity Engineer
6,4,4,6,2,10,9,3,10,0,10,10,4,6,9,4,6,8,4,100,Data Analyst
9,0,4,5,4,5,5,5,6,3,10,8,3,6,8,7,3,7,4,98,AI Engineer
7,6,8,5,7,6,5,1,1,5,6,2,10,5,2,6,3,3,3,86,Full Stack Developer
5,2,4,3,5,9,6,7,7,5,10,1,4,5,8,3,9,5,7,88,Data Analyst
6,0,3,10,9,8,3,7,5,7,8,8,6,3,2,7,8,9,6,71,Full Stack Developer
0,5,7,9,10,7,2,10,7,6,6,8,6,9,6,7,9,0,8,100,Full Stack Developer
6,3,6,3,8,5,0,8,6,6,10,6,8,9,9,4,2,5,6,100,Full Stack Developer
3,5,9,7,4,7,6,7,4,6,6,4,6,3,6,10,10,9,8,64,Cybersecurity Engineer
6,5,4,3,6,10,6,5,8,6,6,6,3,9,6,7,2,4,6,100,Data Analyst
3,8,3,6,5,10,4,9,2,5,10,7,2,1,10,6,0,4,2,100,Data Analyst
0,4,7,10,8,6,5,10,6,5,9,6,1,3,7,2,5,3,10,100,Full Stack Developer
9,7,0,5,5,4,6,0,9,7,8,9,5,7,6,4,6,3,9,100,AI Engineer
5,6,7,2,5,4,5,0,9,1,9,3,7,4,6,5,8,6,6,89,AI Engineer
4,6,6,0,5,4,6,1,4,10,5,4,3,7,6,2,6,8,8,63,Cybersecurity Engineer
8,2,4,7,4,2,8,3,6,2,7,1,4,6,5,6,9,4,6,100,AI Engineer
6,2,10,3,5,4,8,9,9,7,10,6,1,5,6,7,6,8,8,90,AI Engineer
10,7,5,4,6,4,6,3,6,4,10,10,6,6,6,8,10,1,6,74,AI Engineer
5,7,4,4,5,7,8,5,5,5,7,7,4,10,7,4,4,6,5,100,Data Analyst
6,7,8,3,2,5,5,5,5,6,7,7,4,9,8,3,8,7,9,100,Cybersecurity Engineer
5,0,8,5,6,5,6,6,9,4,10,5,5,3,10,6,8,2,8,100,AI Engineer
10,6,9,5,6,2,9,9,2,6,7,6,4,7,7,6,5,10,6,83,Cybersecurity Engineer
7,4,4,6,6,5,7,5,6,7,6,5,5,6,7,8,6,5,9,90,Data Analyst
3,7,4,10,7,7,2,3,2,7,6,9,4,7,4,5,5,3,8,100,Full Stack Developer
2,5,6,6,4,10,7,8,10,1,5,6,6,3,7,7,6,3,3,100,Data Analyst
6,6,8,5,2,10,2,5,2,6,6,8,8,4,9,5,0,9,8,95,Cybersecurity Engineer
4,7,4,0,3,3,9,5,2,3,9,5,9,7,6,3,2,7,5,100,AI Engineer
6,4,4,7,10,10,3,8,2,7,2,4,10,4,0,8,5,2,10,100,Full Stack Developer
6,2,5,4,3,6,3,5,4,8,10,6,0,1,9,7,9,8,8,74,Cybersecurity Engineer
5,6,2,4,2,9,6,4,7,5,9,6,3,6,5,5,4,10,0,93,Data Analyst
8,7,5,8,5,7,3,5,10,1,7,5,2,7,3,7,7,6,7,100,Data Analyst
5,3,4,5,6,6,6,6,8,9,10,4,8,9,10,7,9,6,5,94,AI Engineer
5,7,3,3,3,7,1,6,6,7,3,4,10,2,6,1,1,10,5,100,Cybersecurity Engineer
5,5,8,3,4,5,5,6,8,2,10,8,10,6,6,6,2,2,5,58,Data Analyst
2,2,3,3,10,5,9,4,4,5,10,6,7,7,7,2,9,5,10,100,AI Engineer
10,1,3,8,5,3,10,2,4,4,9,4,4,3,8,6,6,7,5,100,AI Engineer
3,8,5,5,10,7,8,6,8,2,6,8,10,9,5,4,5,2,5,100,Full Stack Developer
8,5,5,1,4,7,9,8,8,9,10,7,5,4,7,3,4,4,4,100,Data Analyst
7,3,8,7,8,1,5,6,5,3,2,7,4,10,5,6,4,3,9,100,Full Stack Developer
6,7,5,6,6,8,7,7,4,3,10,7,8,5,3,7,8,6,4,100,Data Analyst
2,6,4,2,4,8,6,2,8,3,8,4,5,3,10,6,2,5,8,100,Data Analyst
5,7,6,9,2,7,3,3,7,0,7,4,3,5,9,7,7,6,7,61,AI Engineer
1,4,5,5,7,7,4,9,6,10,5,7,9,6,7,2,5,7,7,100,Cybersecurity Engineer
5,7,2,7,10,7,3,7,6,2,5,3,3,7,5,6,5,7,8,96,Full Stack Developer
7,6,4,5,6,7,7,4,9,3,10,4,6,3,5,5,3,2,3,100,Data Analyst
8,6,7,4,4,9,4,6,5,4,6,6,3,4,3,8,7,9,2,100,Cybersecurity Engineer
5,6,5,6,5,6,8,4,10,8,6,4,3,4,5,7,1,5,1,91,Cybersecurity Engineer
5,4,6,7,1,3,5,4,5,1,9,10,3,5,9,4,7,1,9,100,AI Engineer
7,3,4,7,6,6,10,5,4,7,7,3,6,6,5,6,4,2,6,100,AI Engineer
5,2,7,3,6,4,3,5,4,4,9,5,7,6,2,7,4,7,10,100,Cybersecurity Engineer
8,4,5,3,1,5,6,3,5,3,10,9,4,5,7,8,6,6,6,75,AI Engineer
5,4,5,10,5,10,10,7,4,6,1,7,10,4,1,7,5,5,7,91,Full Stack Developer
7,8,4,6,2,2,2,0,3,10,10,8,3,7,9,6,4,5,5,100,Cybersecurity Engineer
6,10,5,10,6,6,9,5,4,4,9,10,7,4,9,6,6,0,4,100,Data Analyst
5,2,4,6,4,6,4,8,0,7,8,9,5,5,5,5,4,9,5,100,Cybersecurity Engineer
10,2,6,5,5,8,3,4,4,0,5,6,2,7,7,5,4,5,6,83,AI Engineer
8,10,7,8,9,3,6,8,4,2,8,6,8,8,6,5,6,4,8,100,Full Stack Developer
5,6,4,4,5,3,5,1,7,1,10,1,8,6,6,4,5,5,8,100,AI Engineer
5,5,3,2,7,9,4,6,6,3,8,1,5,4,5,5,6,6,5,77,Data Analyst
5,6,10,5,7,5,5,3,1,7,4,6,8,2,8,6,5,6,5,100,Cybersecurity Engineer
4,10,2,6,2,6,2,6,4,7,7,9,5,6,6,5,9,9,5,100,Cybersecurity Engineer
1,6,3,10,10,4,2,10,4,4,7,2,7,9,9,9,6,8,7,100,Full Stack Developer
6,4,9,5,1,5,10,9,2,0,10,7,5,5,2,6,6,8,4,100,AI Engineer
8,5,8,4,5,6,9,4,5,10,4,4,8,7,7,3,3,3,10,94,AI Engineer
5,7,4,4,1,8,5,7,6,5,10,5,7,7,5,7,4,6,7,97,Data Analyst
6,3,3,7,2,5,5,4,4,10,2,8,9,9,6,8,4,7,6,97,Cybersecurity Engineer
3,5,4,6,5,1,10,1,6,6,7,4,8,1,9,3,8,5,5,100,Cybersecurity Engineer
10,4,8,6,3,7,8,6,9,5,9,10,10,6,1,7,6,2,5,77,Data Analyst
9,5,2,7,5,2,9,5,5,4,10,6,7,4,7,6,4,3,5,72,AI Engineer
5,2,3,5,8,7,8,5,7,0,4,5,6,6,5,3,8,5,8,75,Full Stack Developer
3,6,8,6,9,9,5,5,5,5,6,8,8,9,3,3,8,5,9,100,Full Stack Developer
2,8,3,4,5,9,10,5,5,3,7,2,3,1,9,7,5,7,4,79,AI Engineer
8,3,4,8,4,6,8,5,10,5,7,7,4,2,10,5,4,4,9,100,Data Analyst
6,4,6,10,10,6,5,10,5,4,8,8,5,10,2,7,8,7,5,79,Full Stack Developer
5,7,10,9,7,4,5,9,5,2,3,7,5,7,6,6,5,6,5,61,Full Stack Developer
8,8,3,5,5,3,10,3,9,4,10,2,1,4,7,9,10,0,6,28,AI Engineer
4,6,5,1,0,2,0,3,0,7,6,8,5,10,5,3,8,9,5,100,Cybersecurity Engineer
6,2,4,5,5,8,4,6,7,6,10,10,8,5,7,3,3,6,7,100,Data Analyst
2,9,5,2,5,6,10,4,6,3,10,5,4,5,4,10,9,4,2,100,AI Engineer
10,4,2,4,6,9,8,6,8,7,5,6,7,2,5,3,3,2,7,100,AI Engineer
8,7,6,4,8,6,7,10,6,5,4,4,6,2,6,4,1,8,3,64,Cybersecurity Engineer
8,5,5,5,4,1,10,5,3,4,10,8,0,4,4,5,4,5,5,87,AI Engineer
7,3,10,5,4,3,10,4,8,7,9,9,4,4,10,5,6,5,6,68,AI Engineer
7,9,4,10,8,7,6,8,5,5,5,5,5,5,8,1,5,5,7,94,Full Stack Developer
6,1,5,4,4,4,8,4,6,5,9,4,8,7,8,7,7,6,1,96,AI Engineer
2,3,8,3,3,3,5,0,5,10,5,5,1,7,9,8,10,10,2,100,Cybersecurity Engineer
5,9,4,7,4,3,3,7,6,1,3,8,5,8,9,4,4,9,9,58,Full Stack Developer
9,5,4,5,1,5,9,4,4,4,10,2,9,4,8,8,1,4,5,91,AI Engineer
8,6,3,8,2,5,10,6,4,2,4,10,4,3,9,5,5,6,7,100,Data Analyst
5,3,4,3,4,6,7,7,10,6,9,8,9,6,5,7,6,3,5,100,AI Engineer
3,6,6,3,1,6,8,2,10,2,5,5,2,5,5,3,9,4,3,79,Data Analyst
5,3,5,6,2,6,7,3,4,10,6,0,4,7,7,5,7,9,6,93,Cybersecurity Engineer
8,7,6,10,7,7,1,5,6,5,5,4,7,6,5,6,4,5,9,77,Full Stack Developer
7,5,2,1,0,8,2,3,9,6,6,9,5,4,9,7,2,1,6,88,Data Analyst
4,4,6,3,3,5,8,4,3,8,4,7,4,4,5,9,6,9,6,64,Cybersecurity Engineer
4,8,2,4,2,7,8,4,6,5,8,5,6,7,7,3,7,5,0,100,AI Engineer
4,2,5,7,3,1,10,3,3,4,10,4,5,3,2,3,2,6,6,100,AI Engineer
3,6,6,10,10,9,5,2,5,6,10,10,7,4,4,6,5,3,5,100,Data Analyst
9,4,8,1,1,6,6,10,8,2,8,1,2,4,10,10,7,3,7,94,AI Engineer
5,4,4,5,5,10,5,1,10,6,10,8,5,7,5,9,5,4,5,100,Data Analyst
10,5,7,6,10,5,6,5,7,6,4,4,5,6,7,5,1,6,10,73,Full Stack Developer
5,5,6,8,9,4,7,8,8,4,8,5,2,9,5,9,7,9,6,100,Full Stack Developer
7,8,7,3,5,8,7,3,0,6,3,7,6,5,9,8,5,7,7,100,Cybersecurity Engineer
4,5,3,9,5,4,3,7,6,6,5,6,5,9,9,8,2,7,8,94,Full Stack Developer
5,0,3,2,4,6,6,1,7,6,6,10,7,7,10,10,7,5,4,100,AI Engineer
6,2,4,8,6,7,5,5,7,9,10,8,5,5,7,7,3,5,5,100,Data Analyst
10,3,4,6,8,6,7,5,5,8,7,1,6,8,10,5,7,5,2,60,AI Engineer
4,5,6,6,5,10,6,2,8,3,10,7,10,6,6,2,3,8,5,100,Data Analyst
5,5,7,3,0,1,3,6,3,9,10,3,5,4,5,5,6,10,5,100,Cybersecurity Engineer
8,6,3,5,2,9,5,1,7,6,10,4,7,0,6,9,7,3,6,100,Data Analyst
7,9,6,6,5,7,4,0,1,4,4,5,8,6,5,7,10,5,10,100,Cybersecurity Engineer
4,3,6,3,4,9,3,7,8,9,3,9,7,6,5,6,7,5,3,100,Cybersecurity Engineer
6,4,4,3,7,8,10,7,6,7,6,8,9,6,5,6,3,3,6,63,Data Analyst
1,7,6,4,5,7,1,4,5,6,10,6,6,8,9,6,9,10,7,100,Cybersecurity Engineer
5,5,0,7,2,9,6,4,7,5,8,6,4,4,4,4,6,1,9,93,Data Analyst
7,4,3,8,8,7,7,10,5,1,5,7,10,4,4,3,5,1,10,100,Full Stack Developer
7,0,4,6,8,8,6,5,6,10,7,6,6,6,10,8,4,6,8,86,Cybersecurity Engineer
7,2,8,10,9,3,0,9,6,4,7,4,8,6,6,10,6,4,8,70,Full Stack Developer
6,8,6,9,2,8,7,4,5,7,6,3,8,4,7,9,5,10,10,100,Cybersecurity Engineer
3,5,4,6,9,9,6,9,8,7,1,5,4,6,5,3,7,6,7,76,Full Stack Developer
0,6,6,7,5,8,4,3,9,0,10,5,5,6,6,6,2,3,7,95,Data Analyst
10,6,5,7,5,5,7,1,8,6,10,9,6,2,8,3,4,7,6,92,AI Engineer
6,5,2,8,7,10,10,6,3,9,8,5,5,7,8,6,5,10,4,79,AI Engineer
6,0,8,3,10,3,0,7,8,7,7,4,5,2,5,6,6,2,5,100,Full Stack Developer
6,8,9,4,4,9,10,5,4,3,7,4,2,4,8,5,8,3,7,100,AI Engineer
9,1,6,6,7,8,8,3,6,8,10,4,6,4,4,4,3,6,7,87,Data Analyst
7,7,6,9,10,6,5,10,4,7,7,7,6,8,6,5,5,1,6,95,Full Stack Developer
5,5,5,4,8,10,7,5,5,1,8,8,4,4,3,5,3,7,6,84,Data Analyst
8,6,10,6,6,4,2,4,7,10,10,5,7,3,8,7,10,7,2,100,Cybersecurity Engineer
8,9,4,6,5,4,7,6,8,2,5,2,8,5,8,5,6,7,9,98,Full Stack Developer
5,2,5,7,6,7,3,10,6,4,7,7,6,8,7,3,10,6,8,63,Full Stack Developer
5,2,3,8,5,7,7,2,8,9,7,6,4,8,10,6,6,8,8,77,Data Analyst
3,1,6,5,6,10,6,7,5,0,10,0,5,6,1,4,5,7,7,75,Data Analyst
9,4,4,1,3,6,9,4,5,2,10,8,7,3,7,3,7,3,3,100,AI Engineer
10,6,4,5,3,5,5,5,3,7,3,3,3,2,6,6,4,6,6,85,Cybersecurity Engineer
7,10,1,7,7,0,4,4,6,5,6,7,2,5,6,6,4,7,6,100,Cybersecurity Engineer
8,6,7,5,5,5,4,2,2,1,7,4,6,3,7,1,5,4,8,90,Data Analyst
7,3,9,9,4,7,5,2,5,9,5,6,4,2,4,5,7,10,4,100,Cybersecurity Engineer
2,6,6,3,4,10,5,4,10,3,9,9,2,5,6,4,2,4,6,100,Data Analyst
6,5,6,8,6,4,5,2,1,5,8,5,5,5,10,2,6,8,5,96,Cybersecurity Engineer
6,8,7,10,7,2,3,10,8,5,3,2,3,6,4,8,3,3,5,100,Full Stack Developer
4,6,0,0,4,8,8,3,10,4,10,2,5,5,9,1,5,8,8,86,Data Analyst
7,5,7,8,7,5,2,6,1,1,5,7,5,4,5,3,6,8,10,89,Full Stack Developer
9,8,3,5,9,4,5,9,10,6,7,5,6,9,8,10,4,4,5,97,AI Engineer
10,0,7,3,5,3,6,6,10,7,10,5,3,2,7,1,3,3,5,100,AI Engineer
3,1,2,6,0,7,7,2,9,4,4,2,5,6,7,8,5,4,4,100,Data Analyst
9,4,8,8,7,3,4,6,3,9,8,7,4,7,6,8,3,4,3,49,Cybersecurity Engineer
7,3,5,10,7,4,2,10,5,7,7,5,7,6,7,8,3,1,4,100,Full Stack Developer
6,5,5,6,5,3,7,8,3,10,8,8,6,5,1,2,7,10,4,100,Cybersecurity Engineer
8,0,4,3,10,8,5,5,9,7,8,8,8,5,7,7,2,7,4,71,Data Analyst
6,8,6,2,2,10,10,5,7,5,9,6,5,5,4,8,7,6,1,72,Data Analyst
4,6,7,5,6,8,5,2,7,3,10,5,6,2,6,3,4,6,5,100,Data Analyst
6,5,7,1,6,8,5,8,3,1,9,3,5,6,6,7,6,3,9,100,AI Engineer
4,8,5,9,7,10,6,6,7,6,4,3,4,6,5,9,3,4,5,100,Full Stack Developer
10,4,7,5,3,10,7,2,6,10,5,8,4,6,7,6,4,3,10,100,Cybersecurity Engineer
10,6,4,4,4,3,9,8,7,10,3,8,9,7,10,7,4,6,4,100,Cybersecurity Engineer
4,6,8,6,4,6,7,5,1,2,7,5,6,7,7,3,8,7,3,100,AI Engineer
1,4,5,6,5,6,4,7,6,8,5,6,5,2,8,6,6,6,4,100,Cybersecurity Engineer
5,2,3,2,5,10,6,4,6,8,9,7,7,5,10,3,10,5,3,82,Data Analyst
7,3,6,3,5,6,8,3,3,3,8,1,4,6,8,4,4,4,7,100,AI Engineer
5,6,5,7,10,5,10,9,2,3,5,6,8,7,5,7,4,3,7,66,Full Stack Developer
3,5,9,4,3,3,5,6,6,10,5,3,8,6,9,6,7,7,8,98,Cybersecurity Engineer
2,7,5,7,10,9,4,8,2,6,7,4,4,7,3,4,3,2,6,100,Full Stack Developer
8,4,2,6,5,10,8,1,3,2,7,3,5,6,5,8,5,8,6,100,Full Stack Developer
8,5,6,3,5,10,4,6,8,7,10,7,4,4,6,2,5,0,8,80,Data Analyst
7,7,3,4,1,4,4,5,7,10,10,10,8,7,2,4,4,10,10,79,Cybersecurity Engineer
10,5,1,1,7,5,8,7,7,2,5,6,3,6,3,5,3,5,4,91,Data Analyst
7,6,1,2,3,7,4,8,2,3,2,8,5,4,7,2,6,10,10,91,Cybersecurity Engineer
7,5,8,3,7,3,9,1,5,4,10,4,1,4,8,5,5,8,3,97,AI Engineer
5,3,10,5,3,2,4,3,0,7,10,9,5,4,5,5,8,6,7,98,Cybersecurity Engineer
6,4,1,5,4,7,6,6,10,5,8,6,6,6,4,6,7,8,5,100,Data Analyst
3,3,4,8,8,6,2,7,3,5,6,8,6,7,6,6,6,4,1,76,Full Stack Developer
6,6,6,7,10,9,3,6,3,5,4,3,4,10,5,6,4,4,6,76,Full Stack Developer
6,5,6,5,3,7,7,4,8,7,6,6,7,6,6,0,2,3,5,86,Cybersecurity Engineer
6,7,5,7,3,6,9,1,4,1,9,6,1,4,8,7,5,5,6,87,AI Engineer
4,7,6,6,3,3,4,5,6,5,1,8,7,10,10,9,7,9,4,100,Cybersecurity Engineer
7,7,2,10,6,7,4,3,7,10,3,5,9,10,7,8,4,5,5,100,Cybersecurity Engineer
6,6,7,2,8,9,1,5,7,4,10,4,7,7,7,7,6,7,7,78,Data Analyst
5,6,8,10,8,9,2,10,4,2,0,8,3,8,10,3,8,3,8,100,Full Stack Developer
5,3,10,6,10,5,2,7,0,9,3,5,9,3,9,8,2,5,8,100,Full Stack Developer
